p_QNLEACHgl,gridID,1 Irrigated,2 Rainfed
29963 I52554,I52554,-3.12,-15.95
29964 I52555,I52555,-3.72,-16.2
29965 I52556,I52556,-2.9,-15.07
29966 I52557,I52557,-1.16,-12.84
29967 I52558,I52558,-1.52,-12.88
29968 I52559,I52559,-2.69,-14.75
29969 I52560,I52560,-3.34,-15.7
29970 I52561,I52561,-3.89,-16.36
29971 I52562,I52562,-6.45,-20.15
29972 I52563,I52563,-7.06,-22.54
29973 I52573,I52573,1.4,-16.72
29974 I52587,I52587,0.07,-24.38
29975 I52588,I52588,11.38,-9.94
29976 I52589,I52589,10.17,-9.2
29977 I52590,I52590,9.7,-9.06
29978 I52591,I52591,6.13,-13.93
29979 I52592,I52592,8.39,-13.81
29980 I52595,I52595,-5.56,-13.96
29981 I52596,I52596,-5.11,-15.41
29982 I52597,I52597,-3.81,-17.21
29983 I52598,I52598,-4.86,-14.75
29984 I52599,I52599,3.95,-14.17
29985 I52600,I52600,3.68,-14.06
29986 I52601,I52601,5.2,-14.12
29987 I52602,I52602,4.35,-14.03
29988 I52603,I52603,-1.95,-11.98
29989 I52604,I52604,4.93,-15.37
29990 I52605,I52605,1.24,-14.06
29991 I52609,I52609,0.09,-12.43
29992 I52611,I52611,-2.55,-12.89
29993 I52615,I52615,0.85,-13.05
29994 I52616,I52616,0.94,-14.52
29995 I52617,I52617,-0.39,-15.49
29996 I52618,I52618,-0.79,-15.53
29997 I52619,I52619,-1.45,-14.76
29998 I52620,I52620,-1.66,-15.98
29999 I52621,I52621,-1.22,-16.44
30000 I52622,I52622,-2.4,-16.76
30001 I52623,I52623,-1.09,-14.39
30002 I52624,I52624,-12.4,-26.22
30003 I52625,I52625,-2.67,-15.21
30004 I52626,I52626,-1.95,-14.61
30005 I52627,I52627,-1.67,-14.85
30006 I52628,I52628,-1.51,-15.12
30007 I52629,I52629,-1.33,-14.21
30008 I52630,I52630,-2.29,-17.44
30009 I52631,I52631,1.44,-12.04
30010 I52632,I52632,1.14,-12.36
30011 I52633,I52633,1.11,-13.87
30012 I52634,I52634,-0.03,-13.6
30013 I52635,I52635,1.36,-12.84
30014 I52636,I52636,2.74,-11.56
30015 I52637,I52637,4.33,-10.69
30016 I52638,I52638,2.79,-11.21
30017 I52639,I52639,1.19,-12.84
30018 I52640,I52640,0.41,-13.04
30019 I52641,I52641,0.49,-13.55
30020 I52642,I52642,-11.84,-21.11
30021 I52643,I52643,-4.57,-13.98
30022 I52644,I52644,-5.17,-14.42
30023 I52645,I52645,-4.76,-14.35
30024 I52646,I52646,-7.32,-16.29
30025 I52647,I52647,-7.54,-16.46
30026 I52648,I52648,-4.07,-15.68
30027 I52649,I52649,-2.77,-14.6
30028 I52650,I52650,-2.79,-14.77
30029 I52651,I52651,-5.97,-19.18
30030 I52652,I52652,-5.2,-16.23
30031 I52653,I52653,-5.7,-15.54
30032 I52654,I52654,-6.38,-15.86
30033 I52655,I52655,-5.08,-14.56
30034 I52656,I52656,-4.88,-14.85
30035 I52657,I52657,-4.3,-15.11
30036 I52658,I52658,-3.94,-15.26
30037 I52659,I52659,-3.27,-15
30038 I52660,I52660,5.86,-12.26
30039 I52661,I52661,3.86,-12.37
30040 I52662,I52662,4.44,-10.67
30041 I52663,I52663,6.7,-10.91
30042 I52664,I52664,6.63,-11.2
30043 I52665,I52665,5.86,-12.46
30044 I52666,I52666,4.17,-12.9
30045 I52667,I52667,1.34,-12.78
30046 I52668,I52668,1.62,-12.28
30047 I52669,I52669,4.52,-13.01
30048 I52670,I52670,4.78,-12.7
30049 I52671,I52671,5.39,-12.1
30050 I52672,I52672,4.42,-10.34
30051 I52673,I52673,9.03,-10.1
30052 I52674,I52674,4.28,-11.76
30053 I52675,I52675,5.08,-10.54
30054 I52676,I52676,3.52,-11.27
30055 I52677,I52677,4.73,-10.87
30056 I52678,I52678,5.92,-10.38
30057 I52679,I52679,8.09,-10.8
30058 I52680,I52680,3.02,-11.33
30059 I52681,I52681,4.71,-11.64
30060 I52682,I52682,4.89,-10.01
30061 I52683,I52683,7.88,-10.79
30062 I52684,I52684,7.89,-10.81
30063 I52685,I52685,8.25,-10.64
30064 I52686,I52686,3.31,-11.17
30065 I52687,I52687,3.08,-10.22
30066 I52688,I52688,4.03,-11.65
30067 I52689,I52689,3.57,-11.33
30068 I52690,I52690,2.46,-10.48
30069 I52691,I52691,5.61,-11.66
30070 I52692,I52692,0.73,-13
30071 I52693,I52693,-0.09,-12.95
30072 I52694,I52694,2.46,-12.85
30073 I52695,I52695,-0.39,-11.82
30074 I52696,I52696,-0.03,-11.69
30075 I52697,I52697,1.55,-12.44
30076 I52698,I52698,2.3,-12.19
30077 I52699,I52699,-0.93,-12.42
30078 I52700,I52700,-0.68,-13.16
30079 I52701,I52701,1.83,-12.7
30080 I52702,I52702,-0.26,-11.74
30081 I52703,I52703,-0.4,-12.34
30082 I52704,I52704,-1.09,-11.2
30083 I52705,I52705,-0.24,-12.85
30084 I52706,I52706,-1.57,-13
30085 I52707,I52707,1.29,-12.8
30086 I52708,I52708,0.94,-12.94
30087 I52709,I52709,-0.02,-12.43
30088 I52710,I52710,0.19,-15.65
30089 I52711,I52711,-1.24,-13.62
30090 I52712,I52712,-3.7,-13.91
30091 I52713,I52713,-2.6,-13.68
30092 I52714,I52714,-2.32,-13.34
30093 I52715,I52715,-3.08,-14.26
30094 I52716,I52716,-4.02,-14.48
30095 I52717,I52717,-1.97,-15.49
30096 I52718,I52718,-1.63,-14.77
30097 I52719,I52719,-3.38,-15.25
30098 I52720,I52720,-3.88,-16.87
30099 I52721,I52721,-5.74,-15.87
30100 I52722,I52722,-2.91,-16.27
30101 I52723,I52723,1.12,-14.54
30102 I52724,I52724,-0.8,-12.42
30103 I52725,I52725,1.86,-11.19
30104 I52726,I52726,2.52,-11.35
30105 I52727,I52727,2.47,-11.9
30106 I52728,I52728,3.8,-14.02
30107 I52729,I52729,0.08,-14.67
30108 I52730,I52730,-1.53,-15.04
30109 I52731,I52731,-1.33,-13.83
30110 I52732,I52732,-6.41,-19.44
30111 I52733,I52733,-2.45,-14.07
30112 I52734,I52734,-2.28,-14.21
30113 I52735,I52735,-2.37,-15.67
30114 I52736,I52736,-1.46,-14.34
30115 I52737,I52737,-2.05,-14.64
30116 I52738,I52738,3.18,-17.23
30117 I52739,I52739,-2.28,-16.36
30118 I52740,I52740,-1.54,-15.08
30119 I52741,I52741,-2.18,-14.74
30120 I52742,I52742,-3.24,-15.97
30121 I52743,I52743,-2.86,-16.37
30122 I52744,I52744,1.09,-17.43
30123 I52745,I52745,2.25,-16.3
30124 I52746,I52746,-4.87,-23.36
30125 I52749,I52749,-0.26,-12.66
30126 I52750,I52750,-0.52,-12.78
30127 I52751,I52751,-0.77,-12.8
30128 I52752,I52752,-1.92,-15.76
30129 I52753,I52753,-3.86,-17.08
30130 I52754,I52754,-6.42,-20.05
30131 I52755,I52755,-7.21,-21.96
30132 I52756,I52756,-2.02,-22.23
30133 I52757,I52757,-3.01,-17.28
30134 I52758,I52758,-4.77,-17.12
30135 I52759,I52759,-4.25,-17
30136 I52764,I52764,-0.77,-13.27
30137 I52765,I52765,-5.45,-20.77
30138 I52777,I52777,9.23,-9.06
30139 I52778,I52778,7.27,-8.9
30140 I52779,I52779,8.71,-10.89
30141 I52780,I52780,7.81,-14.27
30142 I52781,I52781,8.24,-12.66
30143 I52782,I52782,7.4,-13.33
30144 I52783,I52783,4.56,-15.1
30145 I52785,I52785,-4.33,-13.09
30146 I52786,I52786,-0.5,-15.73
30147 I52787,I52787,-3.43,-16.91
30148 I52788,I52788,-0.32,-13.66
30149 I52789,I52789,3.73,-15.94
30150 I52790,I52790,1.31,-13.93
30151 I52791,I52791,-5.31,-13.68
30152 I52792,I52792,0.08,-11.42
30153 I52793,I52793,-0.2,-11.59
30154 I52795,I52795,-0.03,-10.79
30155 I52796,I52796,-1.77,-11.89
30156 I52797,I52797,1.82,-13.84
30157 I52800,I52800,-2.82,-13.34
30158 I52802,I52802,4.57,-11.51
30159 I52803,I52803,2.99,-14.21
30160 I52804,I52804,3.34,-12.36
30161 I52805,I52805,-1.38,-15.4
30162 I52806,I52806,2.34,-12.44
30163 I52807,I52807,-0.96,-15.17
30164 I52808,I52808,-0.87,-15.16
30165 I52809,I52809,-1.02,-15.32
30166 I52810,I52810,-2.28,-16.68
30167 I52811,I52811,-0.27,-13.78
30168 I52812,I52812,-1.04,-14.59
30169 I52813,I52813,-1.54,-14.68
30170 I52814,I52814,-2.25,-15.05
30171 I52815,I52815,-2.41,-15.14
30172 I52816,I52816,-2.6,-15.51
30173 I52817,I52817,-2.89,-15.86
30174 I52818,I52818,-3.16,-16.27
30175 I52819,I52819,-1.49,-15.61
30176 I52820,I52820,1.8,-12.52
30177 I52821,I52821,1.18,-12.74
30178 I52822,I52822,1.37,-13.35
30179 I52823,I52823,1.43,-12.94
30180 I52824,I52824,2.96,-11.77
30181 I52825,I52825,3.65,-11.01
30182 I52826,I52826,4.28,-11.16
30183 I52827,I52827,3.37,-10.99
30184 I52828,I52828,0.9,-12.26
30185 I52829,I52829,0.82,-12.43
30186 I52830,I52830,0.81,-12.09
30187 I52831,I52831,-11.7,-20.68
30188 I52832,I52832,-11.78,-20.78
30189 I52833,I52833,-11.15,-20.85
30190 I52834,I52834,-11.82,-21.05
30191 I52835,I52835,-11.46,-20.65
30192 I52836,I52836,-11.32,-20.63
30193 I52837,I52837,-2.77,-15.07
30194 I52838,I52838,-2.72,-15.08
30195 I52839,I52839,-2.73,-14.53
30196 I52840,I52840,-2.23,-14.33
30197 I52841,I52841,-5.02,-16.14
30198 I52842,I52842,-5.78,-16.01
30199 I52843,I52843,-4.84,-15.09
30200 I52844,I52844,-4.56,-14.49
30201 I52845,I52845,-1.79,-12.21
30202 I52846,I52846,-4.36,-15.06
30203 I52847,I52847,-3.68,-14.72
30204 I52848,I52848,-1.98,-12.19
30205 I52849,I52849,2.84,-12.29
30206 I52850,I52850,3,-12.65
30207 I52851,I52851,4.66,-10.7
30208 I52852,I52852,3.24,-12.4
30209 I52853,I52853,5.78,-11.65
30210 I52854,I52854,5.36,-10.61
30211 I52855,I52855,3.62,-13.15
30212 I52856,I52856,4.03,-12.78
30213 I52857,I52857,3.42,-13.28
30214 I52858,I52858,3.54,-13.05
30215 I52859,I52859,3.58,-13.17
30216 I52860,I52860,0.46,-14.23
30217 I52861,I52861,-7.19,-21.3
30218 I52862,I52862,4.08,-11.41
30219 I52863,I52863,4.63,-10.97
30220 I52864,I52864,4.9,-11.66
30221 I52865,I52865,4.34,-11.73
30222 I52866,I52866,2.35,-10.53
30223 I52867,I52867,5.63,-10.62
30224 I52868,I52868,8.18,-10.45
30225 I52869,I52869,1.63,-11.33
30226 I52870,I52870,6.02,-10.49
30227 I52871,I52871,6.71,-10.1
30228 I52872,I52872,5.85,-10.61
30229 I52873,I52873,7.8,-10.72
30230 I52874,I52874,5.84,-12.48
30231 I52875,I52875,4.29,-10.21
30232 I52876,I52876,1.42,-11.45
30233 I52877,I52877,5.88,-10.45
30234 I52878,I52878,3.47,-11.26
30235 I52879,I52879,4.21,-11.81
30236 I52880,I52880,4.97,-11.21
30237 I52881,I52881,4.7,-10.93
30238 I52882,I52882,4.69,-10.69
30239 I52883,I52883,0.99,-11.39
30240 I52884,I52884,4.06,-11.4
30241 I52885,I52885,1.94,-11.2
30242 I52886,I52886,3.11,-11.61
30243 I52887,I52887,2.9,-11.79
30244 I52888,I52888,1.49,-12.58
30245 I52889,I52889,4.21,-13.04
30246 I52890,I52890,4.26,-11.73
30247 I52891,I52891,2.38,-11.35
30248 I52892,I52892,4.52,-11.93
30249 I52893,I52893,2.84,-11.19
30250 I52894,I52894,-1.32,-12.46
30251 I52895,I52895,2.53,-13.95
30252 I52896,I52896,-2.43,-14.8
30253 I52897,I52897,-1.61,-15.66
30254 I52898,I52898,-1.04,-14.74
30255 I52899,I52899,0.29,-15.23
30256 I52900,I52900,-1.12,-14.14
30257 I52901,I52901,0.18,-13.02
30258 I52902,I52902,-3.34,-13.66
30259 I52903,I52903,1.76,-13.29
30260 I52904,I52904,-1.3,-13.27
30261 I52905,I52905,-1.46,-14.41
30262 I52906,I52906,-2.53,-16.25
30263 I52907,I52907,-1.85,-15.84
30264 I52908,I52908,-3.73,-15.6
30265 I52909,I52909,-2.36,-16.66
30266 I52910,I52910,-1.85,-16.6
30267 I52911,I52911,3.21,-16.73
30268 I52912,I52912,2.9,-11.41
30269 I52913,I52913,-0.55,-11.33
30270 I52914,I52914,2.23,-11.73
30271 I52915,I52915,0.69,-11.5
30272 I52916,I52916,2.49,-11.49
30273 I52917,I52917,0.81,-12.75
30274 I52918,I52918,-0.08,-11.78
30275 I52919,I52919,-2.05,-13.45
30276 I52920,I52920,-2.39,-13.74
30277 I52921,I52921,-2.86,-17.26
30278 I52922,I52922,-3.85,-16.89
30279 I52923,I52923,-3.02,-14.52
30280 I52924,I52924,-2.35,-15.45
30281 I52925,I52925,-1.56,-14.15
30282 I52926,I52926,-1.6,-14.22
30283 I52927,I52927,-1.5,-15.6
30284 I52928,I52928,-1.24,-14.82
30285 I52929,I52929,-2.27,-15.68
30286 I52930,I52930,-1.37,-14.42
30287 I52931,I52931,-1.79,-15.11
30288 I52932,I52932,-2.85,-14.43
30289 I52933,I52933,1.29,-17.49
30290 I52934,I52934,2.49,-16.3
30291 I52935,I52935,-0.42,-20.45
30292 I52938,I52938,-1.1,-14.5
30293 I52939,I52939,-1.23,-13.31
30294 I52940,I52940,-0.23,-12.51
30295 I52941,I52941,0.01,-13.15
30296 I52942,I52942,-2.12,-15.11
30297 I52943,I52943,-5.81,-19.91
30298 I52944,I52944,-6.13,-21.16
30299 I52945,I52945,-6.81,-22.09
30300 I52946,I52946,-7.17,-21.8
30301 I52947,I52947,-7.45,-19.78
30302 I52948,I52948,-6.05,-16.19
30303 I52952,I52952,-8.04,-24.46
30304 I52953,I52953,-9.88,-26.23
30305 I52966,I52966,4.71,-9.68
30306 I52967,I52967,5.43,-9.38
30307 I52968,I52968,5.7,-9.46
30308 I52969,I52969,9.16,-12.6
30309 I52970,I52970,5.49,-9.65
30310 I52972,I52972,6.9,-11.39
30311 I52973,I52973,0.95,-10.99
30312 I52975,I52975,-3.22,-15.19
30313 I52977,I52977,1.64,-14.67
30314 I52978,I52978,2.96,-15.34
30315 I52979,I52979,1.25,-14.12
30316 I52980,I52980,-5,-13.14
30317 I52981,I52981,-0.64,-10.54
30318 I52982,I52982,1.09,-12.41
30319 I52983,I52983,1.6,-13.52
30320 I52984,I52984,-0.56,-13.84
30321 I52985,I52985,2.23,-13.54
30322 I52986,I52986,2.89,-13
30323 I52987,I52987,3.26,-14.04
30324 I52988,I52988,1.53,-11.39
30325 I52990,I52990,1.93,-13.67
30326 I52991,I52991,5.13,-11.3
30327 I52992,I52992,1.98,-14.93
30328 I52993,I52993,1.6,-14.79
30329 I52994,I52994,0.28,-15.14
30330 I52995,I52995,-1.5,-15.8
30331 I52996,I52996,0.32,-14.52
30332 I52997,I52997,3.05,-12.3
30333 I52998,I52998,1.98,-12.28
30334 I52999,I52999,0.53,-13.38
30335 I53000,I53000,1.12,-12.78
30336 I53001,I53001,1.03,-12.65
30337 I53002,I53002,-1.77,-15.04
30338 I53003,I53003,-1.38,-15.32
30339 I53004,I53004,-1.72,-16.11
30340 I53005,I53005,-1.07,-13.7
30341 I53006,I53006,-1.05,-13.91
30342 I53007,I53007,-1.71,-14.33
30343 I53008,I53008,-1.31,-14.54
30344 I53009,I53009,0.87,-12.62
30345 I53010,I53010,0.86,-12.57
30346 I53011,I53011,0.78,-12.8
30347 I53012,I53012,0.55,-14.62
30348 I53013,I53013,0.73,-13.19
30349 I53014,I53014,-0.34,-13.26
30350 I53015,I53015,-1.2,-13.64
30351 I53016,I53016,-0.84,-14.27
30352 I53017,I53017,0.37,-12.41
30353 I53018,I53018,1.71,-12.52
30354 I53019,I53019,0.66,-13.06
30355 I53020,I53020,-7.42,-15.53
30356 I53021,I53021,-7.64,-16.52
30357 I53022,I53022,-7.68,-16.52
30358 I53023,I53023,-11.75,-21.29
30359 I53024,I53024,-7.36,-15.74
30360 I53025,I53025,-7.5,-17.91
30361 I53026,I53026,-7.72,-18.68
30362 I53027,I53027,-6.89,-18.76
30363 I53028,I53028,-2.43,-14.11
30364 I53029,I53029,-1.8,-15.95
30365 I53030,I53030,-5.31,-16.22
30366 I53031,I53031,-5.12,-16.41
30367 I53032,I53032,-4.63,-15.63
30368 I53033,I53033,-4.82,-14.85
30369 I53034,I53034,-1.55,-12.34
30370 I53035,I53035,-7.7,-18.67
30371 I53036,I53036,-0.54,-12.44
30372 I53037,I53037,-3.62,-14.9
30373 I53038,I53038,3.58,-12.39
30374 I53039,I53039,3.37,-12.46
30375 I53040,I53040,3.46,-10.77
30376 I53041,I53041,4.13,-11.48
30377 I53042,I53042,3.62,-12.28
30378 I53043,I53043,5.74,-11.68
30379 I53044,I53044,3.47,-13.35
30380 I53045,I53045,-3.72,-17.26
30381 I53046,I53046,2.24,-14.1
30382 I53047,I53047,2.54,-13.54
30383 I53048,I53048,-3.05,-16.81
30384 I53049,I53049,-1.74,-14.7
30385 I53050,I53050,-4.77,-17.39
30386 I53051,I53051,2.1,-12.17
30387 I53052,I53052,2.15,-12.99
30388 I53053,I53053,1.73,-13.99
30389 I53054,I53054,0.79,-13.72
30390 I53055,I53055,2.12,-11.28
30391 I53056,I53056,5.13,-10.92
30392 I53057,I53057,3.69,-11.34
30393 I53058,I53058,0.19,-12.46
30394 I53059,I53059,5.96,-10.55
30395 I53060,I53060,7.82,-10.67
30396 I53061,I53061,7.62,-10.67
30397 I53062,I53062,8.03,-10.6
30398 I53063,I53063,6,-10.79
30399 I53064,I53064,2.75,-11.23
30400 I53065,I53065,4.76,-10.9
30401 I53066,I53066,6.26,-10.91
30402 I53067,I53067,4.59,-10.48
30403 I53068,I53068,2.92,-12.08
30404 I53069,I53069,4.34,-12.5
30405 I53070,I53070,2.81,-11.05
30406 I53071,I53071,3.26,-10.84
30407 I53072,I53072,6.33,-10.81
30408 I53073,I53073,5.25,-11.38
30409 I53074,I53074,1.99,-11.54
30410 I53075,I53075,4.47,-11.24
30411 I53076,I53076,0.75,-13.37
30412 I53077,I53077,3.18,-13.07
30413 I53078,I53078,2.38,-12.24
30414 I53079,I53079,4.16,-11.32
30415 I53080,I53080,4.59,-12.41
30416 I53081,I53081,2.98,-14.23
30417 I53082,I53082,3,-12.52
30418 I53083,I53083,0.52,-13.39
30419 I53084,I53084,2.82,-13.92
30420 I53085,I53085,-0.6,-14.98
30421 I53086,I53086,-1.32,-15
30422 I53087,I53087,0.15,-15.63
30423 I53088,I53088,-1.14,-13.71
30424 I53089,I53089,-2.67,-13.96
30425 I53090,I53090,0,-13.24
30426 I53091,I53091,1.2,-12.77
30427 I53092,I53092,0.1,-12.94
30428 I53093,I53093,0.28,-13.44
30429 I53094,I53094,-2.48,-15.24
30430 I53095,I53095,-4.71,-18.29
30431 I53096,I53096,-0.08,-11.63
30432 I53097,I53097,-3.18,-15.9
30433 I53098,I53098,-4.41,-16.99
30434 I53099,I53099,-0.62,-13.7
30435 I53100,I53100,-3.57,-14.52
30436 I53101,I53101,1.6,-13.09
30437 I53102,I53102,-1,-14.28
30438 I53103,I53103,0.54,-12.9
30439 I53104,I53104,6,-13.12
30440 I53105,I53105,2.94,-10.92
30441 I53106,I53106,0.1,-10.63
30442 I53107,I53107,-1.37,-14.54
30443 I53108,I53108,0.83,-11.79
30444 I53109,I53109,-2.01,-13.52
30445 I53110,I53110,-3.43,-16.81
30446 I53111,I53111,-6.91,-21.28
30447 I53112,I53112,-3.29,-15.6
30448 I53113,I53113,-3.23,-14.89
30449 I53114,I53114,-1.39,-14.25
30450 I53115,I53115,-1.43,-14.51
30451 I53116,I53116,-1.24,-13.72
30452 I53117,I53117,-0.14,-13.68
30453 I53118,I53118,-1.02,-15.07
30454 I53119,I53119,-1.64,-13.92
30455 I53120,I53120,-0.89,-13.61
30456 I53121,I53121,3.52,-15.1
30457 I53122,I53122,0.67,-15.63
30458 I53123,I53123,-0.71,-20.58
30459 I53124,I53124,2.79,-16.26
30460 I53131,I53131,-5.85,-20.72
30461 I53132,I53132,-5.51,-17.4
30462 I53133,I53133,0.16,-12.82
30463 I53134,I53134,-1.02,-13.4
30464 I53135,I53135,-1.85,-14.53
30465 I53136,I53136,-1.58,-15.09
30466 I53137,I53137,-5.94,-19.58
30467 I53138,I53138,-6.33,-21.16
30468 I53139,I53139,-5.29,-20.36
30469 I53140,I53140,-4.89,-17.63
30470 I53141,I53141,-5.66,-15.09
30471 I53143,I53143,-6.6,-19.41
30472 I53146,I53146,-8.29,-22.45
30473 I53155,I53155,7.26,-9.58
30474 I53158,I53158,4.55,-9.51
30475 I53160,I53160,10.18,-11.49
30476 I53164,I53164,-4.4,-12.72
30477 I53165,I53165,-3.33,-14.41
30478 I53166,I53166,2.65,-15.2
30479 I53167,I53167,-1.07,-13.31
30480 I53168,I53168,2.64,-16.29
30481 I53171,I53171,3.66,-13.09
30482 I53174,I53174,-0.73,-11.07
30483 I53175,I53175,-0.09,-11.24
30484 I53177,I53177,1.21,-11.58
30485 I53179,I53179,4.38,-11.36
30486 I53180,I53180,0.9,-14.95
30487 I53181,I53181,0.64,-14.75
30488 I53182,I53182,1.19,-14.47
30489 I53183,I53183,3.97,-12.1
30490 I53184,I53184,0.69,-14.88
30491 I53185,I53185,3.22,-11.66
30492 I53186,I53186,2.94,-11.21
30493 I53187,I53187,3,-11.47
30494 I53188,I53188,3.14,-12.18
30495 I53189,I53189,2.89,-11.92
30496 I53190,I53190,2.74,-11.96
30497 I53191,I53191,0.22,-13.28
30498 I53192,I53192,-2.54,-15.85
30499 I53193,I53193,-3.32,-18.97
30500 I53194,I53194,-1.32,-14.56
30501 I53195,I53195,-1.61,-14.61
30502 I53196,I53196,-1.41,-14.82
30503 I53197,I53197,-1.64,-14.57
30504 I53198,I53198,1.43,-13.18
30505 I53199,I53199,0.23,-13
30506 I53200,I53200,0.37,-13.1
30507 I53201,I53201,0.58,-13.03
30508 I53202,I53202,-1.98,-15.01
30509 I53203,I53203,1.06,-11.98
30510 I53204,I53204,0.75,-12.36
30511 I53205,I53205,1.58,-12.76
30512 I53206,I53206,0.76,-13.72
30513 I53207,I53207,0.73,-12.76
30514 I53209,I53209,-11.79,-21.33
30515 I53210,I53210,-15.33,-34.62
30516 I53211,I53211,-12.48,-22.08
30517 I53212,I53212,-12.32,-22.16
30518 I53213,I53213,-11.85,-22.92
30519 I53214,I53214,-8.25,-19.43
30520 I53215,I53215,-7.82,-18.79
30521 I53216,I53216,-7.67,-18.65
30522 I53217,I53217,-6.62,-18.05
30523 I53218,I53218,-5.31,-19.84
30524 I53219,I53219,-5.64,-15.46
30525 I53220,I53220,-4.73,-15.85
30526 I53221,I53221,-5.19,-15.97
30527 I53222,I53222,-4.73,-16.05
30528 I53223,I53223,-0.99,-12.67
30529 I53224,I53224,-8.48,-19.27
30530 I53225,I53225,-3.04,-15.36
30531 I53226,I53226,-2.94,-14.24
30532 I53227,I53227,5.33,-13.14
30533 I53228,I53228,3.23,-13.01
30534 I53229,I53229,3.74,-11.03
30535 I53230,I53230,5.61,-11.46
30536 I53232,I53232,-3.87,-17.34
30537 I53233,I53233,-3.77,-17.34
30538 I53234,I53234,-2.64,-16.64
30539 I53235,I53235,3.58,-13.23
30540 I53236,I53236,-3.64,-17.15
30541 I53237,I53237,-1.09,-15.6
30542 I53238,I53238,-3.44,-14.54
30543 I53239,I53239,2.49,-12.04
30544 I53240,I53240,1.45,-14.5
30545 I53241,I53241,0.62,-14.51
30546 I53242,I53242,1.15,-14.01
30547 I53243,I53243,1.14,-12.52
30548 I53244,I53244,4.34,-11.34
30549 I53245,I53245,2.19,-11.83
30550 I53246,I53246,3.33,-10.87
30551 I53247,I53247,2.56,-12.79
30552 I53248,I53248,1.14,-12.75
30553 I53249,I53249,7.33,-11.14
30554 I53250,I53250,3.62,-11.78
30555 I53251,I53251,6.13,-10.6
30556 I53252,I53252,-0.65,-12
30557 I53253,I53253,2.42,-11.66
30558 I53254,I53254,3.47,-10.88
30559 I53255,I53255,1.77,-12.26
30560 I53256,I53256,1.76,-11.38
30561 I53257,I53257,5.55,-11.39
30562 I53258,I53258,4.07,-10.91
30563 I53259,I53259,2.41,-11.43
30564 I53260,I53260,4.68,-11.37
30565 I53261,I53261,3.53,-11.52
30566 I53262,I53262,1.03,-12.03
30567 I53263,I53263,2.32,-12.36
30568 I53264,I53264,-3.21,-14.83
30569 I53265,I53265,0.34,-11.88
30570 I53266,I53266,0.79,-11.63
30571 I53267,I53267,4.38,-12.25
30572 I53268,I53268,2.95,-11.5
30573 I53269,I53269,1.75,-10.88
30574 I53270,I53270,0.7,-12.35
30575 I53271,I53271,-0.17,-11.72
30576 I53272,I53272,-0.42,-13.01
30577 I53273,I53273,-4.47,-14.77
30578 I53274,I53274,-0.86,-13.62
30579 I53275,I53275,-3.26,-13.76
30580 I53276,I53276,-4.25,-14.21
30581 I53277,I53277,-0.8,-15.05
30582 I53278,I53278,-1.4,-13.75
30583 I53279,I53279,-2.6,-13.06
30584 I53280,I53280,1.37,-13.54
30585 I53281,I53281,-1.4,-14.87
30586 I53282,I53282,-4.71,-16.63
30587 I53283,I53283,-4.85,-15.11
30588 I53284,I53284,0.37,-13.21
30589 I53285,I53285,1.31,-12.01
30590 I53286,I53286,0.81,-13.95
30591 I53287,I53287,0.19,-11.17
30592 I53288,I53288,6.07,-12.09
30593 I53289,I53289,-4.53,-18.02
30594 I53290,I53290,1.26,-11.91
30595 I53291,I53291,6.04,-11.92
30596 I53292,I53292,4.32,-11.21
30597 I53293,I53293,6.61,-10.01
30598 I53294,I53294,4.73,-13.91
30599 I53295,I53295,5.81,-12.81
30600 I53296,I53296,1.75,-17.34
30601 I53297,I53297,-2.89,-15.67
30602 I53298,I53298,0.02,-13.61
30603 I53299,I53299,0.08,-13.67
30604 I53300,I53300,-0.09,-14.56
30605 I53301,I53301,-1.34,-15.19
30606 I53302,I53302,-1.87,-14.02
30607 I53303,I53303,-1.54,-13.82
30608 I53304,I53304,-1.38,-14.94
30609 I53305,I53305,-1.78,-14.57
30610 I53306,I53306,-1.18,-13.72
30611 I53307,I53307,-1.48,-14.59
30612 I53308,I53308,-1.56,-14.26
30613 I53309,I53309,-2.68,-15.71
30614 I53310,I53310,2.61,-17.19
30615 I53311,I53311,-0.49,-21.8
30616 I53312,I53312,-2.29,-20.59
30617 I53313,I53313,3.83,-15.36
30618 I53314,I53314,3.58,-15.55
30619 I53315,I53315,-2.7,-15.24
30620 I53316,I53316,-2.44,-15.09
30621 I53317,I53317,-8.8,-21.1
30622 I53318,I53318,-3.12,-16.56
30623 I53319,I53319,-5.47,-20.45
30624 I53320,I53320,-5.38,-18.2
30625 I53321,I53321,-3.63,-15.17
30626 I53322,I53322,0.02,-12.93
30627 I53323,I53323,-6.71,-20.5
30628 I53324,I53324,-2.15,-14.65
30629 I53325,I53325,-5.93,-19.11
30630 I53326,I53326,-5.5,-20.98
30631 I53327,I53327,-2.51,-15.2
30632 I53328,I53328,-5.12,-16.46
30633 I53329,I53329,-5.45,-19.7
30634 I53331,I53331,-6.33,-16.26
30635 I53337,I53337,-6.07,-20.39
30636 I53338,I53338,-5.23,-19.38
30637 I53346,I53346,1.35,-18.21
30638 I53347,I53347,-3.56,-12.92
30639 I53348,I53348,0.19,-17.17
30640 I53349,I53349,2.37,-15.12
30641 I53350,I53350,-0.89,-13.47
30642 I53351,I53351,-0.68,-13.43
30643 I53353,I53353,3.78,-12.97
30644 I53354,I53354,0.59,-14.37
