p_QNLEACHgl,gridID,1 Irrigated,2 Rainfed
30645 I53357,I53357,-0.38,-10.9
30646 I53358,I53358,0.08,-11.7
30647 I53361,I53361,-0.86,-14.13
30648 I53362,I53362,0.6,-16.54
30649 I53363,I53363,1.43,-16.5
30650 I53364,I53364,1.07,-16.79
30651 I53365,I53365,3.11,-11.59
30652 I53366,I53366,2.91,-11.74
30653 I53367,I53367,1.79,-11.7
30654 I53368,I53368,1.32,-12.71
30655 I53369,I53369,4.09,-12.29
30656 I53370,I53370,2.2,-12.24
30657 I53371,I53371,2.92,-12.26
30658 I53372,I53372,2.25,-12.4
30659 I53374,I53374,0.33,-13.26
30660 I53375,I53375,-1.71,-16.05
30661 I53376,I53376,-2.12,-15.93
30662 I53377,I53377,-3.41,-18.82
30663 I53378,I53378,-1.94,-16.41
30664 I53379,I53379,-2.56,-15.44
30665 I53380,I53380,2.32,-12.13
30666 I53381,I53381,3.38,-12.29
30667 I53382,I53382,1.75,-12.21
30668 I53383,I53383,-0.7,-14.38
30669 I53384,I53384,-1.39,-14.8
30670 I53385,I53385,1.94,-12.59
30671 I53386,I53386,1.52,-12.2
30672 I53387,I53387,2.56,-12.29
30673 I53388,I53388,0.89,-12.53
30674 I53389,I53389,1,-13.47
30675 I53392,I53392,-5.69,-15.81
30676 I53393,I53393,-11.7,-22.82
30677 I53394,I53394,-15.09,-35.85
30678 I53395,I53395,-11.65,-21.74
30679 I53396,I53396,-6.43,-16.32
30680 I53397,I53397,-8.49,-21.05
30681 I53398,I53398,-8.36,-20.09
30682 I53399,I53399,-8.23,-19.61
30683 I53400,I53400,-7.24,-19.16
30684 I53401,I53401,-7.45,-18.75
30685 I53402,I53402,-2.71,-14.2
30686 I53403,I53403,-7.66,-18.48
30687 I53404,I53404,-7.76,-19.29
30688 I53405,I53405,-8.13,-18.46
30689 I53406,I53406,-2.33,-13.71
30690 I53407,I53407,-1.23,-13.57
30691 I53408,I53408,-2.34,-13.14
30692 I53409,I53409,-1.77,-13.62
30693 I53410,I53410,5.19,-10.63
30694 I53411,I53411,5.71,-11.44
30695 I53412,I53412,5.97,-11.6
30696 I53413,I53413,6,-11.44
30697 I53416,I53416,-5.59,-18.45
30698 I53417,I53417,-4.14,-18.39
30699 I53418,I53418,-2.52,-17.25
30700 I53419,I53419,3.19,-13.85
30701 I53420,I53420,2.94,-14.61
30702 I53421,I53421,0.39,-14.85
30703 I53422,I53422,-2.76,-16.68
30704 I53423,I53423,1.24,-13.1
30705 I53424,I53424,2.71,-11.95
30706 I53425,I53425,2.63,-12.54
30707 I53426,I53426,2.34,-11.86
30708 I53427,I53427,2.44,-12.61
30709 I53428,I53428,3.53,-11.56
30710 I53429,I53429,3.78,-11.86
30711 I53430,I53430,2.99,-12.07
30712 I53431,I53431,4.66,-11.78
30713 I53432,I53432,5.66,-11.33
30714 I53433,I53433,4.68,-11.32
30715 I53434,I53434,5.36,-11.22
30716 I53435,I53435,4.3,-11.37
30717 I53436,I53436,3.56,-11.51
30718 I53437,I53437,1.87,-11.01
30719 I53438,I53438,3.63,-12.29
30720 I53439,I53439,2.38,-12.49
30721 I53440,I53440,3.7,-11.67
30722 I53441,I53441,4.76,-11.88
30723 I53442,I53442,3.58,-11.53
30724 I53443,I53443,4.87,-10.96
30725 I53444,I53444,5.19,-11.76
30726 I53445,I53445,3.7,-12.21
30727 I53446,I53446,2.71,-11.66
30728 I53447,I53447,-0.25,-11.75
30729 I53448,I53448,-2.22,-15.31
30730 I53449,I53449,0.46,-12.11
30731 I53450,I53450,2.58,-12.24
30732 I53451,I53451,2.98,-12.14
30733 I53452,I53452,2.85,-10.94
30734 I53453,I53453,3.15,-11.83
30735 I53454,I53454,3.21,-11.15
30736 I53455,I53455,2.52,-11.26
30737 I53456,I53456,1.09,-12.57
30738 I53457,I53457,-2.39,-15.18
30739 I53458,I53458,-2.02,-14.57
30740 I53459,I53459,-3.47,-15.34
30741 I53460,I53460,-1.94,-15.77
30742 I53461,I53461,-1.14,-16.6
30743 I53462,I53462,-1.77,-15.55
30744 I53463,I53463,-2.37,-14.06
30745 I53464,I53464,2.48,-14.53
30746 I53465,I53465,-4.91,-17.21
30747 I53466,I53466,-4.17,-14.54
30748 I53467,I53467,0.31,-13.11
30749 I53468,I53468,7.96,-12.04
30750 I53469,I53469,7.78,-12.03
30751 I53470,I53470,1.21,-15.94
30752 I53471,I53471,4.13,-10.12
30753 I53472,I53472,1.36,-12.11
30754 I53475,I53475,-0.1,-11.15
30755 I53476,I53476,7.71,-8.13
30756 I53477,I53477,8.02,-10.08
30757 I53478,I53478,3.16,-11.08
30758 I53479,I53479,9.04,-10.89
30759 I53480,I53480,4.35,-10.1
30760 I53481,I53481,0.62,-10.53
30761 I53482,I53482,-1.3,-14.04
30762 I53483,I53483,-2.16,-14.62
30763 I53484,I53484,-2.01,-14.81
30764 I53485,I53485,-0.44,-14.48
30765 I53486,I53486,2.6,-16.65
30766 I53487,I53487,-3.09,-15.25
30767 I53488,I53488,-3.17,-15.67
30768 I53489,I53489,-2.57,-16.23
30769 I53490,I53490,-2.58,-16.17
30770 I53491,I53491,-1.29,-14.66
30771 I53492,I53492,-0.71,-14.57
30772 I53493,I53493,-7.79,-21.62
30773 I53494,I53494,-1.76,-15.2
30774 I53495,I53495,4.18,-15.98
30775 I53496,I53496,-1.81,-20.33
30776 I53497,I53497,3.63,-15.69
30777 I53498,I53498,0.3,-19.42
30778 I53499,I53499,-1.06,-13.62
30779 I53500,I53500,-2.93,-15.82
30780 I53501,I53501,-3.49,-16.41
30781 I53502,I53502,-7.58,-21.79
30782 I53503,I53503,-3.66,-19
30783 I53504,I53504,-3.82,-17.21
30784 I53505,I53505,-3.44,-18
30785 I53506,I53506,-1.87,-16.73
30786 I53507,I53507,-1.96,-17.08
30787 I53508,I53508,-4.04,-17.12
30788 I53509,I53509,-6.42,-20.24
30789 I53510,I53510,-2.34,-14.65
30790 I53511,I53511,-1.93,-15.05
30791 I53512,I53512,-5.74,-18.08
30792 I53513,I53513,-6.56,-19.7
30793 I53514,I53514,-7.4,-21.53
30794 I53515,I53515,-7.44,-21.69
30795 I53517,I53517,-6.47,-18.16
30796 I53520,I53520,-8.68,-23.75
30797 I53521,I53521,-5.38,-19.59
30798 I53522,I53522,-6,-20.67
30799 I53530,I53530,-2.4,-12.92
30800 I53532,I53532,2.36,-18.65
30801 I53533,I53533,2.36,-15.12
30802 I53534,I53534,2.92,-15.86
30803 I53535,I53535,-8.11,-16.57
30804 I53537,I53537,-0.46,-10.6
30805 I53541,I53541,2.26,-11.63
30806 I53542,I53542,1.71,-11.78
30807 I53544,I53544,1.12,-13.18
30808 I53545,I53545,1.92,-11.87
30809 I53546,I53546,4.25,-11.83
30810 I53547,I53547,2.46,-11.82
30811 I53548,I53548,5.33,-12.93
30812 I53549,I53549,0.46,-13.83
30813 I53550,I53550,-1,-15.26
30814 I53551,I53551,-0.47,-14.34
30815 I53552,I53552,-0.38,-14.23
30816 I53553,I53553,2.63,-11.84
30817 I53554,I53554,4.34,-11.46
30818 I53555,I53555,3.68,-11.54
30819 I53556,I53556,3.51,-11.83
30820 I53557,I53557,2.3,-12.65
30821 I53558,I53558,0.07,-14.08
30822 I53559,I53559,-1.83,-16.37
30823 I53560,I53560,-2.4,-15.67
30824 I53561,I53561,-2.38,-16.36
30825 I53562,I53562,-1.34,-15.48
30826 I53563,I53563,-2.14,-15.51
30827 I53564,I53564,2.22,-12.04
30828 I53565,I53565,2.1,-12.22
30829 I53566,I53566,2.06,-12.74
30830 I53567,I53567,2.5,-14.15
30831 I53568,I53568,2.05,-12.72
30832 I53569,I53569,1.64,-12.77
30833 I53570,I53570,1.72,-13.19
30834 I53571,I53571,2.09,-13.86
30835 I53572,I53572,0.47,-12.9
30836 I53573,I53573,-0.23,-12.98
30837 I53575,I53575,-2.32,-14.39
30838 I53576,I53576,-5.72,-19.14
30839 I53577,I53577,-11.55,-22.77
30840 I53578,I53578,-11.91,-21.66
30841 I53579,I53579,-8.92,-17.89
30842 I53580,I53580,-7.02,-16.54
30843 I53581,I53581,-6.44,-15.97
30844 I53582,I53582,-6.17,-17.1
30845 I53583,I53583,-6.07,-16.61
30846 I53584,I53584,-5.85,-16.07
30847 I53585,I53585,-6.35,-16.03
30848 I53586,I53586,-5.61,-15.75
30849 I53587,I53587,-5.52,-16.02
30850 I53588,I53588,-8.16,-17.79
30851 I53589,I53589,-8.34,-19.53
30852 I53590,I53590,-7.47,-21.44
30853 I53591,I53591,-5.27,-16.66
30854 I53592,I53592,-2.21,-12.47
30855 I53596,I53596,4.1,-11.82
30856 I53597,I53597,3.98,-11.89
30857 I53599,I53599,-4.63,-18.7
30858 I53600,I53600,-4.38,-18.14
30859 I53601,I53601,-1.65,-16.02
30860 I53602,I53602,3.47,-13.46
30861 I53603,I53603,3.38,-13.34
30862 I53604,I53604,1.16,-15.21
30863 I53605,I53605,2.26,-14.16
30864 I53606,I53606,0.63,-13.92
30865 I53607,I53607,1.3,-14.35
30866 I53608,I53608,3.68,-12.22
30867 I53609,I53609,1.65,-13.22
30868 I53610,I53610,0.37,-13.04
30869 I53611,I53611,1.89,-12.75
30870 I53612,I53612,1.79,-12.96
30871 I53613,I53613,4.13,-11.65
30872 I53614,I53614,4.16,-11.12
30873 I53615,I53615,5.41,-10.88
30874 I53616,I53616,6.29,-11.49
30875 I53617,I53617,4.01,-10.99
30876 I53618,I53618,2.92,-12.26
30877 I53619,I53619,3.12,-11.49
30878 I53620,I53620,3.8,-11.24
30879 I53621,I53621,3.71,-12.43
30880 I53622,I53622,3.99,-11.31
30881 I53623,I53623,2.84,-12.04
30882 I53624,I53624,5.26,-11.82
30883 I53625,I53625,3.81,-11.8
30884 I53626,I53626,3.14,-12.18
30885 I53627,I53627,4.68,-12.45
30886 I53628,I53628,3.02,-13.11
30887 I53629,I53629,1.34,-12.23
30888 I53630,I53630,5.22,-12.12
30889 I53631,I53631,2.89,-12.27
30890 I53632,I53632,-2,-14.8
30891 I53633,I53633,2.29,-11.96
30892 I53634,I53634,5.09,-11.82
30893 I53635,I53635,3.75,-11.7
30894 I53636,I53636,4.23,-11.39
30895 I53637,I53637,4.38,-12.04
30896 I53638,I53638,3,-12.9
30897 I53639,I53639,3.04,-13.07
30898 I53640,I53640,-3.56,-13.67
30899 I53641,I53641,1.01,-14.05
30900 I53642,I53642,0.95,-13.48
30901 I53643,I53643,0.51,-15.52
30902 I53644,I53644,1.59,-13.41
30903 I53645,I53645,0.83,-13.29
30904 I53646,I53646,0.52,-13.24
30905 I53647,I53647,1.6,-13.45
30906 I53648,I53648,2.37,-12.6
30907 I53649,I53649,5.1,-11.29
30908 I53650,I53650,3.68,-11.32
30909 I53651,I53651,1.82,-11.66
30910 I53652,I53652,3.54,-11.03
30911 I53653,I53653,3.74,-11.63
30912 I53654,I53654,3.55,-10.33
30913 I53655,I53655,1.99,-11.44
30914 I53659,I53659,5.9,-9.81
30915 I53660,I53660,4.96,-12.4
30916 I53661,I53661,7.28,-10.7
30917 I53662,I53662,2.33,-9.82
30918 I53663,I53663,0.91,-10.48
30919 I53664,I53664,-0.7,-14.33
30920 I53665,I53665,-1.64,-14.18
30921 I53666,I53666,-2.76,-14.99
30922 I53667,I53667,-1.79,-14.84
30923 I53668,I53668,1.54,-12.31
30924 I53669,I53669,-0.86,-17.28
30925 I53670,I53670,0.54,-14.82
30926 I53671,I53671,0.58,-14.06
30927 I53672,I53672,0.16,-13.54
30928 I53673,I53673,-0.45,-14.39
30929 I53674,I53674,-1.77,-14.73
30930 I53675,I53675,-1.29,-14.93
30931 I53676,I53676,-0.66,-14.42
30932 I53677,I53677,4.13,-16.23
30933 I53678,I53678,1.43,-20.07
30934 I53679,I53679,-0.99,-14.45
30935 I53680,I53680,-1.98,-14.28
30936 I53681,I53681,-3.21,-16.42
30937 I53682,I53682,-6.58,-21.52
30938 I53683,I53683,-7.61,-20.57
30939 I53684,I53684,-1.83,-17.01
30940 I53685,I53685,-0.73,-14.7
30941 I53686,I53686,-3.22,-17.33
30942 I53687,I53687,6.53,-18.43
30943 I53688,I53688,-5.13,-18.39
30944 I53689,I53689,-3.17,-14.6
30945 I53690,I53690,-1.74,-13.93
30946 I53691,I53691,-1.85,-13.87
30947 I53692,I53692,-1.73,-15.31
30948 I53693,I53693,-6.1,-18.93
30949 I53694,I53694,-7.24,-21.53
30950 I53695,I53695,-7.64,-23.3
30951 I53696,I53696,-7.33,-21.19
30952 I53697,I53697,-7.31,-21.49
30953 I53698,I53698,-6.96,-21.92
30954 I53700,I53700,-6.14,-20.7
30955 I53702,I53702,-6.09,-22
30956 I53712,I53712,1.61,-18.92
30957 I53715,I53715,-0.33,-14.15
30958 I53716,I53716,-0.76,-14.58
30959 I53717,I53717,4.55,-15.32
30960 I53722,I53722,-1.62,-15.81
30961 I53724,I53724,-2.09,-18.08
30962 I53725,I53725,-3.89,-18.62
30963 I53726,I53726,-0.85,-15.35
30964 I53727,I53727,1.26,-12.17
30965 I53728,I53728,-0.09,-14.64
30966 I53729,I53729,0.94,-14.28
30967 I53730,I53730,4.23,-13.07
30968 I53731,I53731,2.82,-12.56
30969 I53733,I53733,2.62,-10.64
30970 I53734,I53734,2.31,-12.07
30971 I53735,I53735,1.91,-11.97
30972 I53736,I53736,2.48,-12.5
30973 I53737,I53737,1.73,-11.36
30974 I53738,I53738,-0.97,-14.72
30975 I53739,I53739,-3.45,-16.58
30976 I53740,I53740,-3.12,-17.28
30977 I53741,I53741,-3.57,-15.51
30978 I53742,I53742,-3.4,-16.03
30979 I53743,I53743,-2.05,-17.25
30980 I53744,I53744,1.26,-11.85
30981 I53745,I53745,1.6,-11.64
30982 I53746,I53746,1.43,-12.44
30983 I53747,I53747,2.09,-12.54
30984 I53748,I53748,0.76,-13
30985 I53749,I53749,1.8,-14.22
30986 I53750,I53750,2.69,-13.31
30987 I53751,I53751,1.39,-15.92
30988 I53752,I53752,-8.69,-20.87
30989 I53753,I53753,-9.45,-25.12
30990 I53754,I53754,-0.31,-12.84
30991 I53755,I53755,-2.25,-19.51
30992 I53756,I53756,-1.38,-13.1
30993 I53757,I53757,-2.63,-14.48
30994 I53758,I53758,-4.14,-17.09
30995 I53759,I53759,-5.18,-17.37
30996 I53760,I53760,-6.17,-17.36
30997 I53761,I53761,-11.84,-23.61
30998 I53762,I53762,-10.72,-23.15
30999 I53763,I53763,-8.27,-20.62
31000 I53764,I53764,-8.55,-18.2
31001 I53765,I53765,-5.91,-17.09
31002 I53766,I53766,-6.17,-15.38
31003 I53767,I53767,-7.9,-17.51
31004 I53768,I53768,-6.84,-15.94
31005 I53769,I53769,-4.9,-17.36
31006 I53770,I53770,-5.85,-16.23
31007 I53771,I53771,-5.6,-15.91
31008 I53772,I53772,-9.27,-17.51
31009 I53773,I53773,-9.69,-19.77
31010 I53774,I53774,-10.05,-19.97
31011 I53777,I53777,-0.4,-16.63
31012 I53778,I53778,1.12,-16.75
31013 I53779,I53779,-5.09,-18.52
31014 I53780,I53780,-3.99,-18.82
31015 I53781,I53781,-0.32,-15.81
31016 I53782,I53782,5.9,-11.72
31017 I53783,I53783,3.17,-13.69
31018 I53784,I53784,2.98,-13.93
31019 I53785,I53785,3.42,-13.31
31020 I53786,I53786,0.79,-14.13
31021 I53787,I53787,1.59,-13.94
31022 I53788,I53788,1.23,-13.96
31023 I53789,I53789,3.91,-12.05
31024 I53790,I53790,4.36,-11.52
31025 I53791,I53791,3.98,-12.01
31026 I53792,I53792,4.1,-12.08
31027 I53793,I53793,1.53,-14.33
31028 I53794,I53794,0.74,-13.8
31029 I53795,I53795,1.28,-13.53
31030 I53796,I53796,1.09,-13.19
31031 I53797,I53797,2.68,-11.46
31032 I53798,I53798,4.09,-11.01
31033 I53799,I53799,2.09,-11.36
31034 I53800,I53800,-0.97,-12.16
31035 I53801,I53801,2.7,-12.11
31036 I53802,I53802,3.63,-11.3
31037 I53803,I53803,2.99,-11.18
31038 I53804,I53804,1,-12.07
31039 I53805,I53805,4.06,-11.37
31040 I53806,I53806,3.14,-11.9
31041 I53807,I53807,-0.17,-11.92
31042 I53808,I53808,2.32,-12.76
31043 I53809,I53809,0.85,-12.87
31044 I53810,I53810,0.65,-12.26
31045 I53811,I53811,4.12,-11.57
31046 I53812,I53812,1.69,-12.57
31047 I53813,I53813,-1.36,-11.94
31048 I53814,I53814,2.93,-11.48
31049 I53815,I53815,4.2,-11.42
31050 I53816,I53816,2.99,-11.68
31051 I53817,I53817,1.04,-12.39
31052 I53818,I53818,2.22,-11.82
31053 I53819,I53819,2.86,-11.85
31054 I53820,I53820,2.11,-12.06
31055 I53821,I53821,-3.6,-14.7
31056 I53822,I53822,-0.68,-14.48
31057 I53823,I53823,-1.9,-14.96
31058 I53824,I53824,-1.24,-15.09
31059 I53825,I53825,0.44,-13.31
31060 I53826,I53826,-0.92,-13.15
31061 I53827,I53827,1.49,-14.86
31062 I53828,I53828,1.32,-14.57
31063 I53829,I53829,-0.34,-12.19
31064 I53830,I53830,3.6,-10.87
31065 I53831,I53831,3.96,-11.19
31066 I53832,I53832,2.3,-11.08
31067 I53833,I53833,5.93,-11.05
31068 I53834,I53834,4.94,-10.17
31069 I53835,I53835,7.3,-8.81
31070 I53836,I53836,-1.55,-12.82
31071 I53838,I53838,-1.22,-15.47
31072 I53839,I53839,-0.01,-10.5
31073 I53840,I53840,3.76,-10.56
31074 I53841,I53841,3.85,-9.92
31075 I53842,I53842,-2.54,-13.77
31076 I53843,I53843,-1.51,-15.22
31077 I53844,I53844,-2.24,-15.17
31078 I53845,I53845,-3.23,-14.35
31079 I53846,I53846,2.85,-10.09
31080 I53848,I53848,-1.03,-14.74
31081 I53849,I53849,-0.49,-13.05
31082 I53850,I53850,-0.51,-12.98
31083 I53851,I53851,-1.29,-13.87
31084 I53852,I53852,-2.26,-14.78
31085 I53853,I53853,-7.01,-18.84
31086 I53854,I53854,-7.35,-20.09
31087 I53855,I53855,-2.24,-15.36
31088 I53856,I53856,-2.48,-14.46
31089 I53857,I53857,-1.58,-15.15
31090 I53858,I53858,-3.34,-16.29
31091 I53861,I53861,-5.33,-19.71
31092 I53862,I53862,-5.91,-19.64
31093 I53863,I53863,-7.57,-21.57
31094 I53864,I53864,-7.27,-21.47
31095 I53865,I53865,-6.99,-20.56
31096 I53866,I53866,-7.58,-22.02
31097 I53867,I53867,-5.24,-13.07
31098 I53871,I53871,-5.5,-21.09
31099 I53872,I53872,-4.49,-20.21
31100 I53881,I53881,3.07,-12.07
31101 I53882,I53882,5.05,-11.69
31102 I53883,I53883,5.76,-11.99
31103 I53884,I53884,1.16,-15.26
31104 I53887,I53887,-1.35,-17.23
31105 I53888,I53888,-0.05,-12.93
31106 I53889,I53889,2.87,-13.03
31107 I53890,I53890,5.01,-15.36
31108 I53894,I53894,-0.33,-14.34
31109 I53895,I53895,-0.65,-14.07
31110 I53896,I53896,-0.56,-13.93
31111 I53897,I53897,-2.47,-17.89
31112 I53898,I53898,-2.69,-18.36
31113 I53899,I53899,-1.95,-17.28
31114 I53900,I53900,-2.6,-14.64
31115 I53901,I53901,2.63,-12.11
31116 I53902,I53902,0.91,-14.6
31117 I53903,I53903,0.78,-13.83
31118 I53904,I53904,2.28,-12.46
31119 I53905,I53905,2.16,-12.29
31120 I53906,I53906,0.22,-10.63
31121 I53907,I53907,-2.29,-13.32
31122 I53908,I53908,2.21,-12.52
31123 I53909,I53909,2.06,-12.51
31124 I53910,I53910,2.23,-11.9
31125 I53911,I53911,1.25,-12
31126 I53912,I53912,-1.95,-14.49
31127 I53913,I53913,14.45,-13.78
31128 I53914,I53914,14.77,-11.79
31129 I53915,I53915,13.86,-12.79
31130 I53916,I53916,14.53,-12.02
31131 I53917,I53917,2.2,-12.11
31132 I53918,I53918,2.56,-12.05
31133 I53919,I53919,2.35,-11.1
31134 I53920,I53920,3.17,-14.22
31135 I53921,I53921,2.8,-14.89
31136 I53922,I53922,2.65,-15.23
31137 I53923,I53923,2.34,-13.8
31138 I53924,I53924,1.54,-14.64
31139 I53925,I53925,-7.93,-21.6
31140 I53926,I53926,-9.93,-21.3
31141 I53927,I53927,-10.19,-21.52
31142 I53928,I53928,-10.92,-23.37
31143 I53929,I53929,-9.17,-24.61
31144 I53930,I53930,-8.08,-21.9
31145 I53931,I53931,-4.22,-17.73
31146 I53932,I53932,-4.54,-17.41
31147 I53933,I53933,-4.65,-17.52
31148 I53934,I53934,-5.36,-17.31
31149 I53935,I53935,-5.44,-17.83
31150 I53936,I53936,-8.62,-18.11
31151 I53937,I53937,-8.38,-18.3
31152 I53938,I53938,-8.33,-19.35
31153 I53939,I53939,-8.6,-18.14
31154 I53940,I53940,-8.7,-19.18
31155 I53941,I53941,-7.74,-17.6
31156 I53942,I53942,-4.59,-16.28
31157 I53943,I53943,-9.27,-19.24
31158 I53944,I53944,-4.51,-15.94
31159 I53945,I53945,-6.14,-16.51
31160 I53946,I53946,-9.87,-19.19
31161 I53947,I53947,-9.77,-19.29
31162 I53948,I53948,-9.73,-18.66
31163 I53949,I53949,-9.73,-20.71
31164 I53950,I53950,-1.1,-15.94
31165 I53951,I53951,-0.38,-15.95
31166 I53952,I53952,-0.35,-15.98
31167 I53953,I53953,-2.93,-17.84
31168 I53954,I53954,-1.73,-16.99
31169 I53955,I53955,5.77,-11.93
31170 I53956,I53956,5.06,-12.6
31171 I53957,I53957,4.45,-12.73
31172 I53958,I53958,2.66,-13.71
31173 I53959,I53959,3.61,-13.58
31174 I53960,I53960,1.64,-13.51
31175 I53961,I53961,1.8,-13.61
31176 I53962,I53962,1.2,-14.23
31177 I53963,I53963,1.11,-14.4
31178 I53964,I53964,4.9,-11.61
31179 I53965,I53965,3.92,-12.4
31180 I53966,I53966,5.53,-12.8
31181 I53967,I53967,4.12,-12.07
31182 I53968,I53968,1.78,-12.04
31183 I53969,I53969,4.93,-11.95
31184 I53970,I53970,2.05,-13.42
31185 I53971,I53971,4.55,-11.04
31186 I53972,I53972,3.74,-11
31187 I53973,I53973,3.58,-11.65
31188 I53974,I53974,2.55,-12.18
31189 I53975,I53975,2.66,-12.12
31190 I53976,I53976,5.77,-11.14
31191 I53977,I53977,5.06,-10.69
31192 I53978,I53978,2.49,-10.65
31193 I53979,I53979,5.64,-11.02
31194 I53980,I53980,2.57,-11.79
31195 I53981,I53981,0.27,-11.82
31196 I53982,I53982,2.92,-12.48
31197 I53983,I53983,2.95,-13.27
31198 I53984,I53984,0.48,-12.51
31199 I53985,I53985,3.8,-12.6
31200 I53986,I53986,4.15,-12.55
31201 I53987,I53987,2.58,-11.83
31202 I53988,I53988,-0.84,-11.53
31203 I53989,I53989,3.56,-12.52
31204 I53990,I53990,2.35,-11.86
31205 I53991,I53991,-0.49,-12.13
31206 I53992,I53992,3.23,-12.71
31207 I53993,I53993,2.31,-12.19
31208 I53994,I53994,-0.94,-12.54
31209 I53995,I53995,0.19,-14.75
31210 I53996,I53996,-0.54,-14.64
31211 I53997,I53997,-0.77,-12.95
31212 I53998,I53998,-2.62,-16.17
31213 I53999,I53999,-1.2,-15.09
31214 I54000,I54000,-2.97,-15.76
31215 I54001,I54001,-1.48,-13.58
31216 I54002,I54002,-3.84,-17.3
31217 I54003,I54003,1.39,-11.31
31218 I54004,I54004,-0.19,-11.88
31219 I54005,I54005,2.11,-11.42
31220 I54006,I54006,3.71,-10.84
31221 I54007,I54007,2.38,-10.52
31222 I54008,I54008,5.31,-9.52
31223 I54009,I54009,7.14,-8.16
31224 I54013,I54013,3.09,-9.78
31225 I54014,I54014,-16.34,-11.62
31226 I54015,I54015,2.9,-9.98
31227 I54016,I54016,1.01,-12.32
31228 I54017,I54017,-13.62,-12.6
31229 I54018,I54018,-2.15,-16.22
31230 I54019,I54019,-1.53,-14.56
31231 I54020,I54020,4.23,-10.45
31232 I54021,I54021,-2.01,-15.03
31233 I54022,I54022,-2.11,-14.74
31234 I54023,I54023,-0.56,-13.41
31235 I54024,I54024,-0.07,-13.24
31236 I54025,I54025,-6.63,-19.2
31237 I54026,I54026,-7.8,-19.84
31238 I54027,I54027,-7.57,-20.75
31239 I54028,I54028,-6.06,-18.48
31240 I54029,I54029,-5.69,-17.5
31241 I54030,I54030,-1.95,-13.61
31242 I54031,I54031,-0.15,-12.91
31243 I54032,I54032,-2.36,-16.57
31244 I54034,I54034,-5.03,-20.47
31245 I54035,I54035,-5.83,-20.55
31246 I54036,I54036,-6.56,-19.59
31247 I54037,I54037,-5.89,-18.11
31248 I54038,I54038,-6.07,-18.95
31249 I54039,I54039,-5.49,-18.5
31250 I54042,I54042,-6.29,-20.46
31251 I54043,I54043,-7.49,-21.88
31252 I54044,I54044,-4.85,-20.71
31253 I54046,I54046,-5.25,-20.14
31254 I54052,I54052,5.4,-11.18
31255 I54053,I54053,5.31,-11.88
31256 I54054,I54054,5.38,-12.56
31257 I54055,I54055,7.44,-12.57
31258 I54056,I54056,3.39,-12.04
31259 I54058,I54058,1.85,-15.5
31260 I54059,I54059,-2.58,-19.78
31261 I54060,I54060,4.75,-13.99
31262 I54061,I54061,2.7,-12.97
31263 I54062,I54062,-1.17,-11.41
31264 I54063,I54063,2.73,-12.97
31265 I54064,I54064,-1.33,-11.25
31266 I54066,I54066,-2.38,-12.97
31267 I54068,I54068,-1,-14.32
31268 I54069,I54069,-0.17,-15.45
31269 I54071,I54071,0.78,-15.19
31270 I54072,I54072,-2.54,-17.67
31271 I54073,I54073,-0.63,-16.43
31272 I54074,I54074,3.86,-13.03
31273 I54075,I54075,4.07,-12.82
31274 I54076,I54076,3.8,-12.59
31275 I54077,I54077,2.49,-13.66
31276 I54078,I54078,2.82,-13.71
31277 I54079,I54079,1.76,-12.17
31278 I54080,I54080,0.27,-11.4
31279 I54081,I54081,1.62,-11.78
31280 I54082,I54082,0.3,-14.3
31281 I54083,I54083,-0.48,-12.01
31282 I54084,I54084,-0.58,-14.62
31283 I54085,I54085,-1.28,-12.37
31284 I54086,I54086,-2.85,-14.58
31285 I54087,I54087,14.8,-12.39
31286 I54088,I54088,14.18,-12.66
31287 I54089,I54089,15.01,-11.62
31288 I54090,I54090,15.06,-11.56
31289 I54091,I54091,3.37,-11.79
31290 I54092,I54092,3.19,-10.98
31291 I54093,I54093,3.23,-11.48
31292 I54094,I54094,1.59,-11
31293 I54095,I54095,2.33,-11.85
31294 I54096,I54096,2.09,-11.42
31295 I54097,I54097,2.29,-12.9
31296 I54098,I54098,1.3,-12.71
31297 I54099,I54099,-11.73,-30.45
31298 I54100,I54100,-7.6,-22.76
31299 I54101,I54101,-10.89,-24.73
31300 I54102,I54102,-8.57,-25.55
31301 I54103,I54103,-8.59,-25.56
31302 I54104,I54104,-8.02,-22.73
31303 I54105,I54105,-2.86,-14.43
31304 I54106,I54106,-4.36,-18.38
31305 I54107,I54107,-5.5,-17.71
31306 I54108,I54108,-4.46,-18.74
31307 I54109,I54109,-5.01,-17.67
31308 I54110,I54110,-9.07,-28.97
31309 I54111,I54111,-7.46,-21.2
31310 I54112,I54112,-7.52,-21.47
31311 I54113,I54113,-8.53,-18.74
31312 I54114,I54114,-4.06,-16.02
31313 I54115,I54115,-3.38,-14.71
31314 I54116,I54116,-4.51,-15.52
31315 I54117,I54117,-5.34,-16.6
31316 I54118,I54118,-4.72,-18.11
